Timestamp           MALEE.Open     MALEE.High      MALEE.Low    MALEE.Close                .PE 
09/07/12                19.310         19.500         19.060         19.060              14.260
10/07/12                19.310         19.630         19.130         19.440              14.540
11/07/12                19.440         19.500         19.190         19.250              14.400
12/07/12                19.310         19.440         18.880         18.880              14.120
13/07/12                18.690         18.940         17.750         18.060              13.510
16/07/12                18.190         18.250         17.000         17.310              12.950
17/07/12                17.500         18.380         17.500         18.250              13.650
18/07/12                18.310         19.630         18.130         19.630              14.680
19/07/12                19.750         20.060         19.310         19.500              14.590
20/07/12                19.560         19.560         19.000         19.060              14.260
23/07/12                18.750         19.380         18.750         19.190              14.360
24/07/12                19.250         20.190         19.250         20.000              14.960
25/07/12                20.000         20.130         19.440         19.500              14.590
26/07/12                19.630         19.810         18.880         18.940              14.170
27/07/12                19.250         19.310         18.940         19.000              14.220
30/07/12                19.060         19.500         19.060         19.250              14.400
31/07/12                19.500         20.000         19.310         19.750              14.780
01/08/12                19.880         21.500         19.690         21.190              15.850
03/08/12                21.250         23.500         20.940         22.810              17.070
06/08/12                22.880         24.310         22.690         23.750              17.770
07/08/12                23.690         23.690         22.060         22.250              16.650
08/08/12                22.250         22.810         21.940         22.000              16.460
09/08/12                22.250         23.060         22.130         22.500              12.470
10/08/12                22.560         22.630         21.750         22.000              12.190
14/08/12                22.060         22.310         21.810         21.810              12.090
15/08/12                22.000         22.380         21.750         21.810              12.090
16/08/12                21.880         22.690         21.880         22.130              12.260
17/08/12                22.250         22.750         22.190         22.310              12.360
20/08/12                22.310         22.440         21.880         22.060              12.220
21/08/12                22.190         22.810         22.130         22.380              12.400
22/08/12                22.440         22.630         22.190         22.190              12.290
23/08/12                22.310         22.380         21.440         21.750              12.050
24/08/12                21.750         21.880         21.630         21.690              12.020
27/08/12                21.750         21.940         21.380         21.380              11.840
28/08/12                21.500         22.060         21.380         21.750              12.050
29/08/12                21.810         22.000         20.500         20.500              11.360
30/08/12                20.560         20.630         19.940         20.380              11.290
31/08/12                20.310         20.690         20.310         20.310              11.250
03/09/12                20.630         20.810         20.250         20.380              11.290
04/09/12                20.500         20.560         19.880         19.880              11.010
05/09/12                20.000         20.380         19.810         20.310              11.250
06/09/12                20.440         20.560         20.310         20.380              11.290
07/09/12                20.500         20.500         19.940         20.130              11.150
10/09/12                20.250         20.310         20.060         20.130              11.150
11/09/12                20.130         20.250         20.000         20.000              11.080
12/09/12                20.060         21.250         20.060         21.190              11.740
13/09/12                21.310         21.810         21.190         21.190              11.740
14/09/12                21.440         21.560         20.940         21.130              11.710
17/09/12                21.190         21.310         20.880         21.060              11.670
18/09/12                21.130         21.440         21.060         21.130              11.710
19/09/12                21.060         21.380         20.940         20.940              11.600
20/09/12                20.940         21.130         20.810         20.810              11.530
21/09/12                20.810         21.060         20.750         20.750              11.500
24/09/12                20.690         21.500         20.690         21.440              11.880
25/09/12                21.810         22.810         21.690         22.440              12.430
26/09/12                22.440         23.130         22.000         22.060              12.220
27/09/12                22.190         22.380         21.940         22.130              12.260
28/09/12                22.190         22.190         21.750         21.750              12.050
01/10/12                21.940         22.750         21.880         22.750              12.610
02/10/12                23.000         24.000         22.750         23.500              13.020
03/10/12                24.000         24.810         23.810         24.810              13.750
04/10/12                24.940         25.250         24.000         24.000              13.300
05/10/12                24.190         24.310         23.500         23.630              13.090
08/10/12                23.560         23.750         23.130         23.250              12.880
09/10/12                23.380         23.750         22.940         23.060              12.780
10/10/12                22.880         23.250         22.880         23.060              12.780
11/10/12                23.060         23.690         23.000         23.310              12.920
12/10/12                23.380         23.440         23.250         23.380              12.950
15/10/12                23.500         23.560         23.250         23.310              12.920
16/10/12                23.380         23.500         23.060         23.130              12.810
17/10/12                23.130         23.380         23.130         23.250              12.880
18/10/12                23.250         24.440         23.250         24.440              13.540
19/10/12                24.500         24.630         24.130         24.310              13.470
22/10/12                24.130         24.310         23.940         24.130              13.370
24/10/12                24.060         24.250         23.690         23.810              13.190
25/10/12                23.940         24.130         23.750         23.940              13.260
26/10/12                24.750         26.000         24.380         25.630              14.200
29/10/12                25.880         26.380         25.500         25.630              14.200
30/10/12                25.880         26.380         25.750         26.130              14.480
31/10/12                26.250         26.250         25.630         25.630              14.200
01/11/12                25.750         26.750         25.630         26.750              14.820
02/11/12                26.880         26.880         26.380         26.630              14.750
05/11/12                26.630         27.130         26.500         26.500              14.680
06/11/12                26.750         27.130         26.500         26.500              14.680
07/11/12                26.750         27.750         26.630         27.000              14.960
08/11/12                27.000         27.130         25.500         26.000              14.410
09/11/12                26.250         26.250         23.500         23.500              13.020
12/11/12                23.500         25.130         23.440         24.310              13.470
13/11/12                24.500         24.880         24.250         24.750              13.710
14/11/12                24.810         24.810         24.190         24.190              13.400
15/11/12                24.380         24.500         23.750         24.190              13.400
16/11/12                24.190         24.880         24.190         24.750              11.050
19/11/12                24.750         25.250         24.750         25.130              11.220
20/11/12                25.380         25.380         24.380         24.380              10.890
21/11/12                24.250         24.380         23.940         24.190              10.800
22/11/12                24.440         24.440         24.130         24.130              10.770
23/11/12                24.000         24.250         23.810         24.130              10.770
26/11/12                24.380         24.380         24.000         24.060              10.750
27/11/12                24.250         24.500         23.940         24.190              10.800
28/11/12                24.190         24.810         24.130         24.750              11.050
29/11/12                24.750         24.750         24.500         24.690              11.030
30/11/12                24.690         24.810         24.440         24.500              10.940
03/12/12                24.500         24.560         24.310         24.310              10.860
04/12/12                24.310         24.310         24.130         24.250              10.830
06/12/12                24.250         24.810         24.250         24.440              10.910
07/12/12                24.440         26.250         24.440         25.880              11.560
11/12/12                25.630         25.880         24.880         25.380              11.330
12/12/12                25.500         25.880         24.880         25.750              11.500
13/12/12                26.130         26.380         25.750         26.130              11.670
14/12/12                26.250         27.130         25.880         26.880              12.000
17/12/12                27.130         28.630         27.000         28.250              12.620
18/12/12                28.500         28.500         27.000         27.880              12.450
19/12/12                28.000         28.500         27.500         27.500              12.280
20/12/12                27.750         28.000         27.380         27.500              12.280
