Timestamp             CMR.Open       CMR.High        CMR.Low      CMR.Close                .PE 
21/12/07                 0.320          0.320          0.320          0.320              18.530
26/12/07                 0.320          0.320          0.320          0.320              18.670
28/12/07                 0.320          0.320          0.320          0.320              18.530
02/01/08                 0.320          0.320          0.320          0.320              18.670
03/01/08                 0.320          0.320          0.320          0.320              18.530
04/01/08                 0.320          0.320          0.320          0.320              18.670
07/01/08                 0.320          0.320          0.320          0.320              18.530
08/01/08                 0.320          0.320          0.320          0.320              18.530
09/01/08                 0.320          0.320          0.320          0.320              18.380
10/01/08                 0.320          0.320          0.320          0.320              18.380
11/01/08                 0.320          0.320          0.320          0.320              18.380
16/01/08                 0.310          0.310          0.310          0.310              18.240
22/01/08                 0.310          0.310          0.310          0.310              18.090
23/01/08                 0.310          0.310          0.310          0.310              18.090
29/01/08                 0.310          0.310          0.310          0.310              17.940
01/02/08                 0.310          0.310          0.310          0.310              17.940
05/02/08                 0.310          0.310          0.310          0.310              17.940
07/02/08                 0.310          0.320          0.310          0.320              18.380
08/02/08                 0.320          0.320          0.320          0.320              18.380
13/02/08                 0.320          0.320          0.320          0.320              18.670
14/02/08                 0.320          0.320          0.320          0.320              18.670
19/02/08                 0.320          0.320          0.320          0.320              18.380
20/02/08                 0.320          0.320          0.320          0.320              18.670
29/02/08                 0.320          0.320          0.320          0.320              18.670
03/03/08                 0.320          0.320          0.320          0.320              15.960
04/03/08                 0.310          0.320          0.300          0.310              34.000
05/03/08                 0.310          0.310          0.300          0.300              33.720
06/03/08                 0.310          0.310          0.310          0.310              34.280
07/03/08                 0.310          0.310          0.300          0.300              33.160
10/03/08                 0.300          0.300          0.300          0.300              33.160
11/03/08                 0.300          0.300          0.300          0.300              33.440
12/03/08                 0.300          0.300          0.300          0.300              33.160
13/03/08                 0.300          0.300          0.300          0.300              33.160
14/03/08                 0.300          0.310          0.300          0.310              34.280
17/03/08                 0.300          0.300          0.300          0.300              33.160
18/03/08                 0.300          0.300          0.300          0.300              33.160
19/03/08                 0.300          0.300          0.300          0.300              33.160
20/03/08                 0.300          0.300          0.300          0.300              33.160
21/03/08                 0.300          0.300          0.300          0.300              33.160
24/03/08                 0.300          0.300          0.300          0.300              33.160
25/03/08                 0.300          0.300          0.300          0.300              33.440
26/03/08                 0.300          0.300          0.300          0.300              33.440
28/03/08                 0.300          0.300          0.300          0.300              33.160
31/03/08                 0.300          0.300          0.300          0.300              33.440
01/04/08                 0.300          0.300          0.300          0.300              33.160
02/04/08                 0.300          0.300          0.300          0.300              33.160
03/04/08                 0.300          0.300          0.300          0.300              33.160
04/04/08                 0.300          0.300          0.300          0.300              32.890
08/04/08                 0.290          0.290          0.290          0.290              32.330
09/04/08                 0.290          0.290          0.280          0.280              31.490
10/04/08                 0.280          0.280          0.280          0.280              31.210
11/04/08                 0.280          0.280          0.280          0.280              31.210
17/04/08                 0.280          0.280          0.280          0.280              31.490
22/04/08                 0.280          0.280          0.280          0.280              31.210
23/04/08                 0.280          0.280          0.280          0.280              31.490
24/04/08                 0.280          0.280          0.280          0.280              31.210
28/04/08                 0.280          0.280          0.280          0.280              31.490
30/04/08                 0.280          0.280          0.280          0.280              31.210
02/05/08                 0.280          0.280          0.280          0.280              31.490
06/05/08                 0.290          0.290          0.280          0.280              31.490
07/05/08                 0.290          0.290          0.290          0.290              31.770
12/05/08                 0.280          0.280          0.280          0.280              31.210
14/05/08                 0.280          0.280          0.280          0.280              31.210
02/06/08                 0.210          0.210          0.200          0.200              22.410
03/06/08                 0.250          0.260          0.250          0.260              28.430
04/06/08                 0.280          0.280          0.280          0.280              31.210
06/06/08                 0.290          0.290          0.290          0.290              31.770
09/06/08                 0.290          0.290          0.290          0.290              18.730
10/06/08                 0.290          0.290          0.280          0.280              18.410
12/06/08                 0.270          0.270          0.270          0.270              17.750
17/06/08                 0.270          0.270          0.270          0.270              17.750
19/06/08                 0.270          0.270          0.270          0.270              17.750
20/06/08                 0.270          0.270          0.270          0.270              17.580
23/06/08                 0.270          0.270          0.270          0.270              17.580
02/07/08                 0.270          0.280          0.270          0.280              18.410
03/07/08                 0.270          0.270          0.270          0.270              17.580
04/07/08                 0.280          0.280          0.270          0.280              18.080
07/07/08                 0.280          0.280          0.280          0.280              18.080
09/07/08                 0.270          0.270          0.270          0.270              17.580
11/07/08                 0.270          0.270          0.270          0.270              17.580
14/07/08                 0.280          0.280          0.280          0.280              18.080
15/07/08                 0.270          0.270          0.270          0.270              17.580
16/07/08                 0.270          0.270          0.270          0.270              17.420
18/07/08                 0.270          0.270          0.260          0.260              17.260
22/07/08                 0.270          0.270          0.270          0.270              17.750
23/07/08                 0.270          0.270          0.270          0.270              17.750
24/07/08                 0.270          0.270          0.260          0.270              17.420
25/07/08                 0.270          0.270          0.270          0.270              17.420
29/07/08                 0.270          0.270          0.270          0.270              17.580
30/07/08                 0.270          0.270          0.270          0.270              17.420
04/08/08                 0.270          0.270          0.270          0.270              17.420
05/08/08                 0.270          0.270          0.270          0.270              17.420
06/08/08                 0.260          0.260          0.260          0.260              17.260
07/08/08                 0.260          0.260          0.260          0.260              17.260
08/08/08                 0.270          0.270          0.270          0.270              17.580
11/08/08                 0.270          0.270          0.270          0.270              17.420
14/08/08                 0.260          0.260          0.260          0.260              17.260
15/08/08                 0.260          0.260          0.260          0.260              17.090
18/08/08                 0.260          0.260          0.260          0.260              17.260
19/08/08                 0.270          0.270          0.270          0.270              17.420
21/08/08                 0.270          0.270          0.270          0.270              17.420
22/08/08                 0.270          0.270          0.270          0.270              15.380
26/08/08                 0.260          0.260          0.260          0.260              15.090
03/09/08                 0.260          0.260          0.260          0.260              15.090
04/09/08                 0.260          0.260          0.260          0.260              14.800
10/09/08                 0.260          0.260          0.260          0.260              14.800
15/09/08                 0.260          0.260          0.260          0.260              14.800
16/09/08                 0.260          0.260          0.250          0.260              14.800
17/09/08                 0.280          0.280          0.280          0.280              16.260
18/09/08                 0.260          0.260          0.260          0.260              14.800
19/09/08                 0.260          0.260          0.260          0.260              15.090
29/09/08                 0.260          0.260          0.260          0.260              14.950
30/09/08                 0.250          0.260          0.240          0.260              15.090
06/10/08                 0.260          0.260          0.260          0.260              14.800
07/10/08                 0.240          0.240          0.240          0.240              13.640
08/10/08                 0.240          0.240          0.240          0.240              13.640
10/10/08                 0.230          0.230          0.230          0.230              13.290
13/10/08                 0.230          0.230          0.230          0.230              13.240
15/10/08                 0.230          0.230          0.220          0.220              12.770
16/10/08                 0.240          0.240          0.240          0.240              13.930
17/10/08                 0.230          0.230          0.230          0.230              13.350
21/10/08                 0.230          0.230          0.230          0.230              13.350
22/10/08                 0.230          0.230          0.230          0.230              13.350
24/10/08                 0.220          0.220          0.220          0.220              12.830
27/10/08                 0.220          0.220          0.220          0.220              12.770
28/10/08                 0.220          0.220          0.220          0.220              12.770
29/10/08                 0.220          0.220          0.220          0.220              12.770
31/10/08                 0.230          0.230          0.230          0.230              13.350
03/11/08                 0.220          0.220          0.220          0.220              12.770
04/11/08                 0.240          0.240          0.240          0.240              13.640
05/11/08                 0.220          0.220          0.220          0.220              12.770
06/11/08                 0.230          0.230          0.230          0.230              13.120
13/11/08                 0.240          0.240          0.240          0.240              13.930
18/11/08                 0.220          0.220          0.220          0.220              12.770
24/11/08                 0.220          0.250          0.220          0.250              26.820
25/11/08                 0.240          0.260          0.240          0.260              27.920
28/11/08                 0.230          0.260          0.230          0.260              27.920
03/12/08                 0.220          0.250          0.220          0.250              26.820
04/12/08                 0.260          0.260          0.260          0.260              27.920
08/12/08                 0.260          0.260          0.260          0.260              28.460
12/12/08                 0.270          0.270          0.270          0.270              29.290
15/12/08                 0.270          0.270          0.270          0.270              29.560
19/12/08                 0.280          0.280          0.280          0.280              30.380
07/01/09                 0.220          0.270          0.220          0.270              29.290
12/01/09                 0.270          0.270          0.270          0.270              29.290
14/01/09                 0.220          0.250          0.220          0.250              27.260
16/01/09                 0.250          0.260          0.250          0.260              27.920
20/01/09                 0.230          0.230          0.230          0.230              25.180
23/01/09                 0.240          0.240          0.240          0.240              26.270
27/01/09                 0.250          0.250          0.250          0.250              27.370
02/02/09                 0.250          0.250          0.250          0.250              27.370
03/02/09                 0.240          0.240          0.240          0.240              26.270
12/02/09                 0.250          0.260          0.250          0.260              28.190
16/02/09                 0.220          0.240          0.220          0.230              25.180
17/02/09                 0.230          0.230          0.230          0.230              25.180
19/02/09                 0.230          0.230          0.230          0.230              24.960
20/02/09                 0.230          0.230          0.230          0.230              24.960
23/02/09                 0.240          0.240          0.240          0.240              26.270
02/03/09                 0.220          0.220          0.220          0.220              24.090
03/03/09                 0.220          0.220          0.220          0.220              24.090
06/03/09                 0.220          0.220          0.220          0.220              24.090
09/03/09                 0.220          0.220          0.220          0.220               0.000
10/03/09                 0.260          0.260          0.260          0.260               0.000
11/03/09                 0.220          0.220          0.220          0.220               0.000
12/03/09                 0.220          0.220          0.220          0.220               0.000
16/03/09                 0.220          0.220          0.220          0.220               0.000
17/03/09                 0.220          0.220          0.220          0.220               0.000
18/03/09                 0.220          0.220          0.220          0.220               0.000
20/03/09                 0.240          0.240          0.240          0.240               0.000
23/03/09                 0.250          0.250          0.220          0.220               0.000
24/03/09                 0.220          0.220          0.220          0.220               0.000
25/03/09                 0.220          0.220          0.220          0.220               0.000
26/03/09                 0.220          0.220          0.220          0.220               0.000
27/03/09                 0.220          0.220          0.220          0.220               0.000
30/03/09                 0.220          0.220          0.220          0.220               0.000
31/03/09                 0.220          0.220          0.220          0.220               0.000
01/04/09                 0.210          0.210          0.210          0.210               0.000
02/04/09                 0.210          0.210          0.210          0.210               0.000
03/04/09                 0.210          0.210          0.210          0.210               0.000
07/04/09                 0.210          0.210          0.210          0.210               0.000
08/04/09                 0.210          0.210          0.210          0.210               0.000
09/04/09                 0.210          0.210          0.210          0.210               0.000
20/04/09                 0.210          0.210          0.210          0.210               0.000
24/04/09                 0.210          0.210          0.210          0.210               0.000
27/04/09                 0.220          0.220          0.220          0.220               0.000
28/04/09                 0.230          0.230          0.230          0.230               0.000
30/04/09                 0.240          0.240          0.230          0.230               0.000
04/05/09                 0.230          0.230          0.230          0.230               0.000
06/05/09                 0.230          0.230          0.230          0.230               0.000
07/05/09                 0.220          0.220          0.220          0.220               0.000
12/05/09                 0.230          0.230          0.230          0.230               0.000
13/05/09                 0.230          0.240          0.230          0.230               0.000
14/05/09                 0.230          0.230          0.230          0.230               0.000
15/05/09                 0.230          0.230          0.230          0.230               0.000
18/05/09                 0.230          0.230          0.230          0.230               0.000
19/05/09                 0.230          0.230          0.230          0.230               0.000
21/05/09                 0.240          0.240          0.240          0.240               0.000
22/05/09                 0.240          0.240          0.240          0.240               0.000
26/05/09                 0.230          0.230          0.230          0.230               0.000
27/05/09                 0.250          0.250          0.250          0.250               0.000
29/05/09                 0.250          0.250          0.250          0.250               0.000
01/06/09                 0.250          0.250          0.250          0.250               0.000
02/06/09                 0.250          0.250          0.250          0.250               0.000
03/06/09                 0.250          0.250          0.250          0.250               0.000
04/06/09                 0.250          0.250          0.250          0.250               0.000
05/06/09                 0.260          0.260          0.260          0.260               0.000
08/06/09                 0.250          0.250          0.250          0.250               0.000
11/06/09                 0.260          0.270          0.260          0.270               0.000
12/06/09                 0.270          0.270          0.250          0.250               0.000
15/06/09                 0.250          0.250          0.250          0.250               0.000
22/06/09                 0.250          0.250          0.250          0.250               0.000
23/06/09                 0.250          0.250          0.250          0.250               0.000
25/06/09                 0.250          0.260          0.250          0.260               0.000
02/07/09                 0.260          0.260          0.260          0.260               0.000
10/07/09                 0.260          0.260          0.260          0.260               0.000
15/07/09                 0.250          0.250          0.250          0.250               0.000
16/07/09                 0.260          0.260          0.260          0.260               0.000
17/07/09                 0.260          0.260          0.260          0.260               0.000
22/07/09                 0.260          0.260          0.260          0.260               0.000
30/07/09                 0.260          0.260          0.260          0.260               0.000
31/07/09                 0.260          0.260          0.260          0.260               0.000
03/08/09                 0.260          0.260          0.260          0.260               0.000
04/08/09                 0.260          0.260          0.250          0.250               0.000
05/08/09                 0.260          0.260          0.260          0.260               0.000
06/08/09                 0.260          0.260          0.260          0.260               0.000
10/08/09                 0.260          0.260          0.260          0.260               0.000
11/08/09                 0.260          0.260          0.260          0.260               0.000
13/08/09                 0.260          0.260          0.260          0.260               0.000
17/08/09                 0.260          0.260          0.260          0.260               0.000
18/08/09                 0.260          0.260          0.260          0.260               0.000
19/08/09                 0.260          0.260          0.260          0.260               0.000
20/08/09                 0.260          0.260          0.260          0.260               0.000
25/08/09                 0.270          0.270          0.270          0.270               0.000
26/08/09                 0.270          0.270          0.270          0.270               0.000
27/08/09                 0.270          0.270          0.220          0.220               0.000
28/08/09                 0.270          0.270          0.270          0.270               0.000
31/08/09                 0.260          0.260          0.260          0.260               0.000
01/09/09                 0.280          0.280          0.280          0.280               0.000
04/09/09                 0.270          0.270          0.270          0.270               0.000
07/09/09                 0.260          0.270          0.260          0.270               0.000
08/09/09                 0.270          0.280          0.260          0.260               0.000
09/09/09                 0.260          0.270          0.250          0.270               0.000
10/09/09                 0.270          0.270          0.260          0.270               0.000
11/09/09                 0.260          0.260          0.250          0.250               0.000
14/09/09                 0.260          0.260          0.260          0.260               0.000
15/09/09                 0.250          0.250          0.250          0.250               0.000
16/09/09                 0.260          0.260          0.260          0.260               0.000
17/09/09                 0.260          0.260          0.250          0.250               0.000
18/09/09                 0.250          0.250          0.250          0.250               0.000
21/09/09                 0.250          0.250          0.240          0.250               0.000
22/09/09                 0.250          0.250          0.240          0.250               0.000
23/09/09                 0.250          0.250          0.250          0.250               0.000
24/09/09                 0.250          0.250          0.250          0.250               0.000
25/09/09                 0.250          0.250          0.250          0.250               0.000
28/09/09                 0.250          0.250          0.250          0.250               0.000
29/09/09                 0.250          0.250          0.250          0.250               0.000
30/09/09                 0.250          0.250          0.250          0.250               0.000
01/10/09                 0.250          0.250          0.250          0.250               0.000
02/10/09                 0.250          0.250          0.250          0.250               0.000
05/10/09                 0.250          0.250          0.250          0.250               0.000
06/10/09                 0.250          0.250          0.250          0.250               0.000
07/10/09                 0.250          0.250          0.250          0.250               0.000
08/10/09                 0.250          0.250          0.250          0.250               0.000
09/10/09                 0.250          0.250          0.250          0.250               0.000
12/10/09                 0.250          0.250          0.250          0.250               0.000
13/10/09                 0.250          0.250          0.250          0.250               0.000
14/10/09                 0.250          0.250          0.250          0.250               0.000
15/10/09                 0.250          0.250          0.250          0.250               0.000
16/10/09                 0.250          0.250          0.250          0.250               0.000
19/10/09                 0.240          0.240          0.240          0.240               0.000
20/10/09                 0.240          0.240          0.240          0.240               0.000
21/10/09                 0.240          0.240          0.240          0.240               0.000
22/10/09                 0.240          0.240          0.240          0.240               0.000
27/10/09                 0.240          0.240          0.240          0.240               0.000
29/10/09                 0.240          0.240          0.240          0.240               0.000
30/10/09                 0.240          0.240          0.240          0.240               0.000
02/11/09                 0.240          0.240          0.240          0.240               0.000
03/11/09                 0.260          0.260          0.250          0.250               0.000
05/11/09                 0.250          0.250          0.250          0.250               0.000
10/11/09                 0.260          0.260          0.260          0.260               0.000
13/11/09                 0.260          0.260          0.260          0.260               0.000
16/11/09                 0.280          0.300          0.280          0.300               0.000
17/11/09                 0.300          0.300          0.290          0.290               0.000
18/11/09                 0.290          0.300          0.290          0.290               0.000
19/11/09                 0.290          0.290          0.280          0.280               0.000
20/11/09                 0.280          0.290          0.280          0.290              16.180
24/11/09                 0.290          0.290          0.290          0.290              16.180
25/11/09                 0.290          0.300          0.290          0.300              16.890
26/11/09                 0.300          0.300          0.300          0.300              16.890
27/11/09                 0.300          0.300          0.300          0.300              16.890
01/12/09                 0.290          0.300          0.290          0.300              16.890
02/12/09                 0.300          0.310          0.300          0.300              17.040
03/12/09                 0.300          0.310          0.300          0.310              17.320
04/12/09                 0.310          0.310          0.310          0.310              17.320
08/12/09                 0.310          0.310          0.310          0.310              17.600
09/12/09                 0.310          0.310          0.310          0.310              17.600
11/12/09                 0.300          0.310          0.300          0.310              17.320
14/12/09                 0.310          0.310          0.300          0.310              17.460
17/12/09                 0.300          0.310          0.290          0.310              17.460
18/12/09                 0.310          0.310          0.300          0.310              17.460
21/12/09                 0.310          0.310          0.310          0.310              17.600
22/12/09                 0.310          0.310          0.310          0.310              17.600
23/12/09                 0.310          0.310          0.310          0.310              17.460
24/12/09                 0.310          0.320          0.310          0.320              17.890
25/12/09                 0.310          0.320          0.300          0.300              17.180
29/12/09                 0.310          0.310          0.310          0.310              17.600
30/12/09                 0.310          0.310          0.300          0.300              17.040
04/01/10                 0.320          0.320          0.320          0.320              17.890
05/01/10                 0.320          0.320          0.320          0.320              17.890
06/01/10                 0.310          0.310          0.300          0.300              17.180
07/01/10                 0.310          0.310          0.310          0.310              17.320
12/01/10                 0.310          0.310          0.300          0.300              17.040
14/01/10                 0.300          0.300          0.300          0.300              17.180
15/01/10                 0.300          0.300          0.300          0.300              16.890
18/01/10                 0.300          0.300          0.300          0.300              16.890
19/01/10                 0.310          0.310          0.300          0.300              17.040
20/01/10                 0.300          0.300          0.300          0.300              17.040
21/01/10                 0.300          0.300          0.300          0.300              17.040
22/01/10                 0.310          0.310          0.310          0.310              17.460
25/01/10                 0.310          0.310          0.310          0.310              17.600
27/01/10                 0.310          0.310          0.310          0.310              17.320
02/02/10                 0.310          0.310          0.310          0.310              17.600
04/02/10                 0.310          0.320          0.310          0.320              17.890
05/02/10                 0.320          0.320          0.310          0.310              17.600
08/02/10                 0.320          0.330          0.320          0.320              17.890
11/02/10                 0.320          0.320          0.320          0.320              17.890
12/02/10                 0.310          0.310          0.310          0.310              17.740
15/02/10                 0.320          0.320          0.320          0.320              17.890
16/02/10                 0.320          0.320          0.310          0.320              17.890
17/02/10                 0.320          0.320          0.320          0.320              17.890
18/02/10                 0.320          0.320          0.320          0.320              17.890
19/02/10                 0.320          0.320          0.310          0.320              17.890
22/02/10                 0.310          0.320          0.310          0.320              17.890
23/02/10                 0.310          0.320          0.310          0.320              18.030
24/02/10                 0.320          0.320          0.320          0.320              17.890
25/02/10                 0.320          0.320          0.310          0.320              17.890
26/02/10                 0.320          0.320          0.310          0.320              17.890
02/03/10                 0.320          0.320          0.320          0.320              18.030
03/03/10                 0.330          0.340          0.320          0.330              18.740
04/03/10                 0.320          0.330          0.320          0.320               7.720
05/03/10                 0.320          0.330          0.320          0.330               7.840
09/03/10                 0.260          0.320          0.260          0.320               7.720
10/03/10                 0.320          0.320          0.320          0.320               7.720
11/03/10                 0.320          0.320          0.320          0.320               7.780
12/03/10                 0.320          0.330          0.320          0.330               7.960
15/03/10                 0.340          0.340          0.340          0.340               8.140
16/03/10                 0.330          0.340          0.330          0.340               8.140
17/03/10                 0.340          0.340          0.250          0.340               8.140
18/03/10                 0.320          0.320          0.320          0.320               7.720
19/03/10                 0.330          0.330          0.320          0.320               7.720
22/03/10                 0.330          0.330          0.330          0.330               7.960
23/03/10                 0.330          0.330          0.330          0.330               7.960
25/03/10                 0.330          0.330          0.330          0.330               7.960
29/03/10                 0.330          0.330          0.330          0.330               7.960
30/03/10                 0.330          0.330          0.330          0.330               7.840
31/03/10                 0.330          0.330          0.320          0.320               7.720
01/04/10                 0.320          0.320          0.300          0.320               7.720
05/04/10                 0.320          0.320          0.320          0.320               7.720
07/04/10                 0.320          0.320          0.320          0.320               7.600
08/04/10                 0.310          0.310          0.300          0.300               7.230
09/04/10                 0.300          0.300          0.300          0.300               7.230
12/04/10                 0.290          0.300          0.290          0.300               7.230
16/04/10                 0.320          0.320          0.320          0.320               7.600
19/04/10                 0.320          0.320          0.320          0.320               7.660
22/04/10                 0.320          0.330          0.310          0.330               7.960
23/04/10                 0.330          0.330          0.330          0.330               7.960
26/04/10                 0.330          0.340          0.330          0.330               7.960
27/04/10                 0.330          0.330          0.330          0.330               7.960
28/04/10                 0.330          0.330          0.330          0.330               7.900
29/04/10                 0.330          0.330          0.330          0.330               7.900
04/05/10                 0.330          0.330          0.330          0.330               7.960
06/05/10                 0.330          0.330          0.330          0.330               7.960
11/05/10                 0.330          0.340          0.330          0.340               8.080
12/05/10                 0.340          0.340          0.340          0.340               8.080
13/05/10                 0.340          0.340          0.340          0.340               8.140
14/05/10                 0.340          0.340          0.330          0.330               7.960
18/05/10                 0.340          0.340          0.340          0.340               8.200
19/05/10                 0.330          0.330          0.330          0.330               7.960
24/05/10                 0.330          0.330          0.330          0.330               7.110
25/05/10                 0.330          0.330          0.330          0.330               7.060
26/05/10                 0.320          0.320          0.320          0.320               7.000
31/05/10                 0.320          0.330          0.320          0.330               7.060
01/06/10                 0.330          0.330          0.330          0.330               7.060
02/06/10                 0.320          0.330          0.320          0.320               7.000
03/06/10                 0.320          0.320          0.320          0.320               6.950
07/06/10                 0.320          0.320          0.320          0.320               6.950
09/06/10                 0.320          0.320          0.320          0.320               6.890
10/06/10                 0.320          0.320          0.320          0.320               6.840
11/06/10                 0.320          0.320          0.310          0.310               6.790
14/06/10                 0.310          0.310          0.310          0.310               6.790
15/06/10                 0.310          0.320          0.310          0.310               6.790
16/06/10                 0.320          0.320          0.320          0.320               6.840
17/06/10                 0.320          0.320          0.310          0.310               6.790
18/06/10                 0.310          0.310          0.310          0.310               6.790
21/06/10                 0.310          0.310          0.310          0.310               6.790
22/06/10                 0.310          0.310          0.310          0.310               6.730
23/06/10                 0.310          0.310          0.310          0.310               6.730
24/06/10                 0.310          0.310          0.310          0.310               6.730
25/06/10                 0.310          0.310          0.310          0.310               6.730
30/06/10                 0.310          0.310          0.310          0.310               6.730
02/07/10                 0.310          0.310          0.310          0.310               6.730
05/07/10                 0.310          0.310          0.310          0.310               6.730
06/07/10                 0.310          0.310          0.310          0.310               6.730
07/07/10                 0.310          0.310          0.310          0.310               6.730
08/07/10                 0.310          0.310          0.310          0.310               6.730
09/07/10                 0.310          0.310          0.310          0.310               6.730
12/07/10                 0.310          0.320          0.310          0.320               6.840
13/07/10                 0.310          0.310          0.310          0.310               6.730
14/07/10                 0.310          0.310          0.310          0.310               6.790
16/07/10                 0.320          0.320          0.320          0.320               6.890
19/07/10                 0.330          0.330          0.310          0.310               6.620
20/07/10                 0.320          0.320          0.310          0.310               6.730
22/07/10                 0.310          0.320          0.310          0.320               6.840
27/07/10                 0.320          0.320          0.320          0.320               6.950
28/07/10                 0.300          0.310          0.300          0.300               6.510
29/07/10                 0.310          0.310          0.310          0.310               6.620
30/07/10                 0.310          0.310          0.310          0.310               6.790
02/08/10                 0.320          0.320          0.310          0.320               6.840
03/08/10                 0.320          0.320          0.300          0.310               6.680
04/08/10                 0.310          0.330          0.310          0.310               6.680
05/08/10                 0.310          0.310          0.310          0.310               6.790
06/08/10                 0.310          0.310          0.310          0.310               6.790
09/08/10                 0.320          0.320          0.320          0.320               6.950
10/08/10                 0.320          0.320          0.320          0.320               6.950
11/08/10                 0.330          0.330          0.300          0.310               6.680
16/08/10                 0.320          0.320          0.310          0.310               6.730
17/08/10                 0.310          0.310          0.310          0.310               6.790
18/08/10                 0.320          0.320          0.310          0.310               6.730
19/08/10                 0.310          0.320          0.310          0.320               6.840
20/08/10                 0.320          0.320          0.320          0.320               7.440
25/08/10                 0.320          0.320          0.320          0.320               7.500
27/08/10                 0.320          0.320          0.320          0.320               7.440
30/08/10                 0.310          0.310          0.310          0.310               7.200
31/08/10                 0.310          0.310          0.310          0.310               7.200
01/09/10                 0.320          0.320          0.320          0.320               7.380
02/09/10                 0.310          0.310          0.300          0.300               7.090
03/09/10                 0.310          0.320          0.310          0.310               7.260
06/09/10                 0.310          0.320          0.310          0.320               7.380
13/09/10                 0.320          0.320          0.320          0.320               7.380
14/09/10                 0.320          0.320          0.320          0.320               7.380
15/09/10                 0.320          0.320          0.320          0.320               7.380
16/09/10                 0.320          0.320          0.310          0.320               7.380
17/09/10                 0.320          0.320          0.320          0.320               7.380
20/09/10                 0.320          0.320          0.320          0.320               7.380
21/09/10                 0.320          0.320          0.320          0.320               7.380
22/09/10                 0.320          0.320          0.320          0.320               7.380
23/09/10                 0.300          0.310          0.300          0.310               7.260
24/09/10                 0.320          0.320          0.320          0.320               7.380
27/09/10                 0.320          0.320          0.310          0.310               7.200
28/09/10                 0.310          0.310          0.310          0.310               7.200
29/09/10                 0.310          0.310          0.310          0.310               7.200
30/09/10                 0.310          0.310          0.310          0.310               7.140
01/10/10                 0.300          0.310          0.300          0.310               7.140
04/10/10                 0.310          0.310          0.310          0.310               7.260
05/10/10                 0.320          0.320          0.310          0.310               7.320
06/10/10                 0.310          0.320          0.310          0.320               7.380
07/10/10                 0.320          0.320          0.320          0.320               7.440
08/10/10                 0.320          0.320          0.320          0.320               7.380
11/10/10                 0.320          0.320          0.320          0.320               7.500
12/10/10                 0.320          0.320          0.320          0.320               7.440
13/10/10                 0.320          0.320          0.320          0.320               7.500
14/10/10                 0.300          0.310          0.300          0.310               7.140
15/10/10                 0.300          0.310          0.300          0.310               7.140
18/10/10                 0.310          0.310          0.310          0.310               7.200
19/10/10                 0.310          0.310          0.310          0.310               7.200
20/10/10                 0.310          0.310          0.310          0.310               7.200
21/10/10                 0.310          0.310          0.310          0.310               7.200
22/10/10                 0.310          0.310          0.310          0.310               7.140
26/10/10                 0.310          0.310          0.310          0.310               7.140
