Timestamp             CMR.Open       CMR.High        CMR.Low      CMR.Close                .PE 
30/06/05                 0.140          0.140          0.140          0.140               9.910
05/07/05                 0.140          0.140          0.140          0.140              10.210
14/07/05                 0.140          0.140          0.140          0.140              10.210
15/07/05                 0.150          0.150          0.150          0.150              11.140
05/08/05                 0.140          0.140          0.140          0.140               9.910
09/08/05                 0.140          0.140          0.140          0.140               9.970
22/08/05                 0.150          0.150          0.150          0.150               8.630
24/08/05                 0.150          0.150          0.150          0.150               8.870
25/08/05                 0.140          0.140          0.140          0.140               8.230
30/08/05                 0.140          0.140          0.140          0.140               8.130
02/09/05                 0.150          0.150          0.150          0.150               8.630
07/09/05                 0.150          0.150          0.150          0.150               8.630
09/09/05                 0.150          0.160          0.150          0.160               9.360
13/09/05                 0.160          0.160          0.160          0.160               9.120
14/09/05                 0.150          0.150          0.150          0.150               8.870
15/09/05                 0.150          0.160          0.150          0.160               9.360
20/09/05                 0.150          0.170          0.150          0.170               9.860
21/09/05                 0.150          0.150          0.150          0.150               8.480
22/09/05                 0.150          0.150          0.150          0.150               8.580
30/09/05                 0.160          0.160          0.150          0.150               8.430
03/10/05                 0.150          0.150          0.150          0.150               8.480
05/10/05                 0.150          0.150          0.150          0.150               8.870
19/10/05                 0.140          0.150          0.140          0.150               8.430
20/10/05                 0.150          0.150          0.150          0.150               8.380
26/10/05                 0.150          0.150          0.150          0.150               8.720
27/10/05                 0.150          0.150          0.150          0.150               8.720
01/11/05                 0.150          0.150          0.150          0.150               8.580
02/11/05                 0.150          0.150          0.150          0.150               8.770
03/11/05                 0.150          0.160          0.150          0.160               9.360
07/11/05                 0.150          0.150          0.150          0.150               8.870
