Timestamp             AHC.Open       AHC.High        AHC.Low      AHC.Close                .PE 
24/01/07                 7.120          7.250          7.080          7.250               9.300
25/01/07                 7.330          7.330          7.250          7.250               9.300
26/01/07                 7.250          7.330          7.250          7.250               9.300
30/01/07                 7.250          7.370          7.250          7.370               9.460
31/01/07                 7.250          7.370          7.250          7.370               9.460
01/02/07                 7.420          7.420          7.420          7.420               9.510
02/02/07                 7.250          7.420          7.250          7.250               9.300
05/02/07                 7.250          7.250          7.210          7.250               9.300
06/02/07                 7.250          7.250          7.250          7.250               9.300
07/02/07                 7.500          7.500          7.330          7.330               9.400
09/02/07                 7.330          7.330          7.330          7.330               9.400
12/02/07                 7.420          7.500          7.330          7.330               9.400
13/02/07                 7.330          7.420          7.330          7.420               9.510
14/02/07                 7.420          7.500          7.420          7.500               9.620
15/02/07                 7.500          7.500          7.500          7.500               9.620
16/02/07                 7.500          7.500          7.500          7.500               9.620
19/02/07                 7.580          7.580          7.580          7.580               9.720
20/02/07                 7.580          7.620          7.500          7.580               9.720
21/02/07                 7.620          7.710          7.540          7.670               9.830
22/02/07                 7.750          7.830          7.670          7.750               9.940
23/02/07                 7.750          7.830          7.670          7.830              10.040
26/02/07                 7.670          7.870          7.670          7.870              10.100
27/02/07                 7.920          8.170          7.920          8.080              10.370
28/02/07                 8.080          8.080          7.250          7.670               9.830
01/03/07                 7.330          7.500          7.330          7.500               9.620
02/03/07                 7.500          7.500          7.330          7.500               9.620
07/03/07                 7.460          7.500          7.460          7.500              11.660
08/03/07                 7.500          7.500          7.330          7.330              11.400
12/03/07                 7.330          7.330          7.210          7.210              11.210
13/03/07                 7.250          7.330          7.210          7.330              11.400
15/03/07                 7.330          7.330          7.330          7.330              11.400
16/03/07                 7.330          7.330          7.330          7.330              11.400
20/03/07                 7.290          7.290          7.290          7.290              11.340
21/03/07                 7.290          7.290          7.250          7.250              11.270
22/03/07                 7.250          7.290          7.210          7.210              11.210
23/03/07                 7.250          7.250          7.250          7.250              11.270
27/03/07                 7.250          7.250          7.210          7.250              11.270
28/03/07                 7.170          7.170          7.170          7.170              11.140
29/03/07                 7.170          7.170          7.170          7.170              11.140
03/04/07                 7.250          7.250          7.250          7.250              11.270
05/04/07                 7.170          7.170          7.170          7.170              11.140
09/04/07                 7.080          7.170          7.080          7.080              11.010
11/04/07                 7.170          7.210          7.170          7.210              11.210
12/04/07                 7.170          7.170          7.080          7.080              11.010
17/04/07                 7.170          7.210          7.170          7.210              11.210
18/04/07                 7.080          7.120          7.080          7.080              11.010
19/04/07                 7.170          7.170          7.170          7.170              11.140
20/04/07                 7.210          7.210          7.080          7.080              11.010
24/04/07                 7.080          7.460          7.080          7.330              11.400
25/04/07                 7.120          7.120          7.080          7.120              11.080
26/04/07                 7.080          7.080          7.040          7.040              10.950
27/04/07                 7.040          7.040          7.040          7.040              10.950
30/04/07                 7.040          7.040          7.000          7.000              10.880
03/05/07                 7.120          7.120          7.000          7.000              10.880
04/05/07                 7.120          7.120          7.080          7.120              11.080
08/05/07                 7.120          7.120          7.000          7.000              10.880
09/05/07                 7.000          7.000          7.000          7.000              10.880
10/05/07                 7.000          7.000          7.000          7.000              10.880
11/05/07                 7.000          7.000          7.000          7.000              10.880
14/05/07                 7.000          7.000          7.000          7.000              10.880
15/05/07                 6.580          6.580          6.500          6.500              10.100
16/05/07                 6.420          6.460          6.080          6.120               9.520
17/05/07                 6.120          6.120          5.670          5.960               9.260
18/05/07                 7.420          7.420          5.670          5.920              11.510
21/05/07                 5.830          5.830          5.830          5.830              11.340
22/05/07                 5.920          5.920          5.830          5.830              11.340
23/05/07                 5.920          5.960          5.920          5.920              11.510
24/05/07                 5.920          5.920          5.830          5.870              11.430
28/05/07                 5.830          5.830          5.830          5.830              11.340
29/05/07                 5.870          5.870          5.870          5.870              11.430
30/05/07                 5.830          5.830          5.830          5.830              11.340
01/06/07                 5.710          5.960          5.710          5.830              11.340
04/06/07                 5.830          5.920          5.830          5.870              11.430
05/06/07                 5.870          5.870          5.870          5.870              11.430
06/06/07                 5.870          5.920          5.870          5.920              11.510
07/06/07                 5.920          5.920          5.920          5.920              11.510
08/06/07                 5.960          6.040          5.920          6.040              11.750
11/06/07                 6.000          6.000          5.960          5.960              11.590
12/06/07                 6.000          6.000          6.000          6.000              11.670
13/06/07                 6.000          6.000          6.000          6.000              11.670
14/06/07                 6.000          6.000          6.000          6.000              11.670
18/06/07                 6.000          6.000          6.000          6.000              11.670
19/06/07                 6.040          6.040          6.040          6.040              11.750
20/06/07                 6.040          6.040          6.040          6.040              11.750
21/06/07                 6.080          6.080          6.080          6.080              11.830
22/06/07                 6.120          6.120          6.080          6.120              11.910
25/06/07                 6.170          6.170          5.920          6.000              11.670
26/06/07                 5.920          6.000          5.920          5.920              11.510
27/06/07                 5.920          5.920          5.920          5.920              11.510
28/06/07                 5.870          6.000          5.870          6.000              11.670
29/06/07                 5.960          5.960          5.960          5.960              11.590
02/07/07                 6.000          6.000          5.920          5.920              11.510
03/07/07                 5.920          5.960          5.870          5.870              11.430
04/07/07                 5.870          5.920          5.830          5.920              11.510
05/07/07                 5.830          5.920          5.830          5.830              11.340
06/07/07                 5.830          5.830          5.830          5.830              11.340
09/07/07                 5.830          5.830          5.830          5.830              11.340
10/07/07                 5.830          5.870          5.830          5.830              11.340
11/07/07                 5.870          5.920          5.870          5.920              11.510
12/07/07                 5.920          5.920          5.920          5.920              11.510
13/07/07                 5.920          5.920          5.920          5.920              11.510
16/07/07                 5.870          5.870          5.830          5.830              11.340
17/07/07                 5.830          5.830          5.830          5.830              11.340
18/07/07                 5.830          5.830          5.830          5.830              11.340
19/07/07                 5.830          5.830          5.830          5.830              11.340
20/07/07                 5.830          5.870          5.830          5.870              11.430
23/07/07                 5.830          5.830          5.670          5.710              11.100
24/07/07                 5.710          5.710          5.670          5.710              11.100
26/07/07                 5.790          5.830          5.790          5.830              11.340
27/07/07                 5.830          5.830          5.830          5.830              11.340
31/07/07                 5.830          5.830          5.750          5.790              11.260
01/08/07                 5.790          5.790          5.790          5.790              11.260
02/08/07                 5.790          5.790          5.670          5.670              11.020
03/08/07                 5.830          5.830          5.830          5.830              11.340
06/08/07                 5.750          5.790          5.750          5.790              11.260
07/08/07                 5.790          5.830          5.790          5.830              11.340
09/08/07                 5.830          5.830          5.750          5.830              11.340
10/08/07                 5.710          5.710          5.540          5.540              10.780
14/08/07                 5.580          5.620          5.580          5.620              10.940
15/08/07                 5.620          5.620          5.580          5.580              10.860
16/08/07                 5.420          5.540          5.420          5.500              13.810
17/08/07                 5.460          5.540          5.250          5.540              13.920
20/08/07                 5.540          5.620          5.540          5.620              14.130
23/08/07                 5.620          5.620          5.620          5.620              14.130
24/08/07                 5.620          5.620          5.620          5.620              14.130
27/08/07                 5.620          5.620          5.620          5.620              14.130
29/08/07                 5.670          5.670          5.620          5.620              14.130
30/08/07                 5.620          5.620          5.620          5.620              14.130
31/08/07                 5.620          5.870          5.620          5.870              14.760
11/09/07                 5.830          5.830          5.830          5.830              14.650
14/09/07                 5.830          5.830          5.830          5.830              14.650
20/09/07                 5.670          5.750          5.670          5.750              14.440
21/09/07                 5.710          5.750          5.620          5.670              14.230
25/09/07                 5.670          5.670          5.670          5.670              14.230
27/09/07                 5.710          5.710          5.710          5.710              14.340
28/09/07                 5.710          5.710          5.670          5.670              14.230
01/10/07                 5.670          5.670          5.670          5.670              14.230
02/10/07                 5.710          5.710          5.420          5.580              14.020
04/10/07                 5.500          5.500          5.500          5.500              13.810
08/10/07                 5.500          5.580          5.500          5.580              14.020
10/10/07                 5.620          5.620          5.620          5.620              14.130
11/10/07                 5.620          5.620          5.620          5.620              14.130
15/10/07                 5.670          5.670          5.670          5.670              14.230
16/10/07                 5.670          5.750          5.670          5.750              14.440
26/10/07                 5.710          5.750          5.710          5.750              14.440
29/10/07                 5.710          5.710          5.710          5.710              14.340
30/10/07                 5.710          5.710          5.620          5.620              14.130
31/10/07                 5.670          5.670          5.670          5.670              14.230
01/11/07                 5.670          5.670          5.580          5.670              14.230
02/11/07                 5.580          5.670          5.500          5.670              14.230
05/11/07                 5.670          5.670          5.670          5.670              14.230
06/11/07                 5.670          5.710          5.670          5.710              14.340
07/11/07                 5.670          6.620          5.580          6.620              16.640
08/11/07                 5.710          5.710          5.710          5.710              14.340
09/11/07                 5.710          5.710          5.580          5.580              14.020
12/11/07                 5.670          5.670          5.580          5.580              14.020
13/11/07                 5.670          5.670          5.580          5.580              14.020
14/11/07                 5.500          5.580          5.460          5.580              14.020
15/11/07                 5.460          5.460          5.330          5.330              13.390
16/11/07                 5.330          5.330          5.250          5.330              23.130
19/11/07                 5.330          5.330          5.040          5.040              21.860
20/11/07                 5.000          5.000          5.000          5.000              21.680
21/11/07                 5.000          5.000          4.960          5.000              21.680
22/11/07                 4.920          4.920          4.920          4.920              21.320
23/11/07                 4.830          4.830          4.460          4.670              20.240
27/11/07                 4.830          4.830          4.830          4.830              20.960
30/11/07                 4.830          4.830          4.830          4.830              20.960
03/12/07                 4.920          4.920          4.830          4.830              20.960
14/12/07                 4.580          4.870          4.580          4.870              21.140
17/12/07                 4.870          4.870          4.830          4.830              20.960
18/12/07                 4.830          4.830          4.830          4.830              20.960
19/12/07                 4.830          4.830          4.830          4.830              20.960
20/12/07                 4.710          4.710          4.670          4.670              20.240
21/12/07                 4.960          4.960          4.960          4.960              21.500
26/12/07                 4.830          4.830          4.830          4.830              20.960
27/12/07                 4.960          4.960          4.960          4.960              21.500
03/01/08                 4.960          4.960          4.960          4.960              21.500
04/01/08                 4.960          4.960          4.670          4.670              20.240
15/01/08                 4.750          4.750          4.670          4.670              20.240
16/01/08                 4.670          4.670          4.670          4.670              20.240
17/01/08                 4.670          4.670          4.670          4.670              20.240
18/01/08                 4.670          4.670          4.670          4.670              20.240
21/01/08                 4.710          4.710          4.670          4.670              20.240
22/01/08                 4.670          5.330          4.500          4.500              19.510
23/01/08                 4.500          4.500          4.500          4.500              19.510
24/01/08                 4.500          4.500          4.500          4.500              19.510
25/01/08                 4.540          4.540          4.540          4.540              19.690
28/01/08                 4.580          4.580          4.580          4.580              19.870
29/01/08                 4.580          4.580          4.500          4.500              19.510
30/01/08                 4.500          4.500          4.500          4.500              19.510
31/01/08                 4.500          4.500          4.500          4.500              19.510
04/02/08                 4.500          4.500          4.500          4.500              19.510
05/02/08                 4.460          4.500          4.460          4.500              19.510
06/02/08                 4.500          4.500          4.500          4.500              19.510
07/02/08                 4.500          4.500          4.500          4.500              19.510
08/02/08                 4.500          4.500          4.500          4.500              19.510
11/02/08                 4.500          4.500          4.500          4.500              19.510
12/02/08                 4.500          4.500          4.460          4.460              19.330
14/02/08                 4.460          4.460          4.420          4.420              19.150
19/02/08                 4.500          4.500          4.460          4.460              19.330
22/02/08                 4.250          4.370          4.250          4.370              18.970
25/02/08                 4.210          4.250          4.170          4.250              18.430
26/02/08                 4.170          4.170          4.170          4.170              18.070
27/02/08                 4.250          4.250          4.250          4.250              18.430
29/02/08                 4.250          4.250          4.250          4.250              18.430
03/03/08                 4.330          4.330          4.330          4.330              18.790
04/03/08                 4.330          4.330          4.330          4.330              18.790
11/03/08                 4.420          4.420          4.420          4.420              18.830
12/03/08                 4.420          4.420          4.420          4.420              18.830
14/03/08                 4.460          4.460          4.460          4.460              19.010
17/03/08                 4.460          4.460          4.460          4.460              19.010
18/03/08                 4.420          4.420          4.210          4.210              17.940
19/03/08                 4.250          4.250          4.120          4.120              17.590
27/03/08                 4.170          4.170          4.170          4.170              17.770
28/03/08                 4.170          4.170          4.170          4.170              17.770
31/03/08                 4.170          4.170          4.170          4.170              17.770
01/04/08                 4.170          4.210          4.120          4.210              17.940
02/04/08                 4.170          4.170          4.120          4.150              17.680
03/04/08                 4.170          4.170          4.120          4.150              17.680
04/04/08                 4.170          4.170          4.080          4.150              17.680
08/04/08                 4.150          4.170          4.100          4.170              17.770
09/04/08                 4.120          4.150          4.120          4.150              17.680
10/04/08                 4.120          4.150          4.120          4.150              17.680
11/04/08                 4.150          4.150          4.150          4.150              17.680
16/04/08                 4.170          4.170          4.150          4.170              17.770
17/04/08                 4.170          4.170          4.170          4.170              17.770
18/04/08                 4.170          4.170          4.150          4.150              17.680
21/04/08                 4.120          4.170          4.120          4.170              17.770
22/04/08                 4.170          4.170          4.170          4.170              17.770
23/04/08                 4.150          4.150          4.150          4.150              17.680
24/04/08                 4.210          4.210          4.150          4.150              17.680
25/04/08                 4.080          4.080          4.080          4.080              17.410
28/04/08                 4.120          4.120          4.120          4.120              17.590
02/05/08                 4.250          4.250          4.250          4.250              18.120
07/05/08                 4.250          4.290          4.250          4.250              18.120
08/05/08                 4.290          4.290          4.170          4.170              17.770
12/05/08                 4.170          4.170          4.170          4.170              17.770
13/05/08                 4.100          4.100          4.100          4.100              17.500
15/05/08                 4.170          4.170          4.120          4.170              17.770
20/05/08                 4.170          4.170          4.170          4.170              17.060
21/05/08                 4.210          4.210          4.210          4.210              17.240
22/05/08                 4.250          4.290          4.250          4.290              17.580
23/05/08                 4.330          4.420          4.330          4.420              18.090
26/05/08                 4.250          4.250          4.250          4.250              17.410
28/05/08                 4.420          4.420          4.330          4.330              17.750
29/05/08                 4.170          4.370          4.170          4.370              17.920
30/05/08                 4.330          4.370          4.330          4.370              17.920
02/06/08                 4.370          4.370          4.210          4.210              17.240
03/06/08                 4.330          4.370          4.330          4.370              17.920
04/06/08                 4.330          4.370          4.330          4.370              17.920
05/06/08                 4.370          4.370          4.370          4.370              17.920
12/06/08                 4.420          4.420          4.420          4.420              18.090
16/06/08                 4.420          4.420          4.420          4.420              18.090
17/06/08                 4.370          4.370          4.370          4.370              17.920
18/06/08                 4.250          4.290          4.250          4.250              17.410
19/06/08                 4.250          4.250          4.250          4.250              17.410
20/06/08                 4.250          4.250          4.250          4.250              17.410
24/06/08                 4.420          4.420          4.370          4.420              18.090
26/06/08                 4.330          4.330          4.330          4.330              17.750
02/07/08                 4.330          4.330          4.330          4.330              17.750
03/07/08                 4.420          4.500          4.420          4.500              18.430
04/07/08                 4.500          4.500          4.500          4.500              18.430
09/07/08                 4.460          4.460          4.460          4.460              18.260
10/07/08                 4.460          4.460          4.290          4.460              18.260
11/07/08                 4.460          4.460          4.460          4.460              18.260
14/07/08                 4.420          4.420          4.420          4.420              18.090
15/07/08                 4.250          4.250          4.250          4.250              17.410
16/07/08                 4.290          4.290          4.250          4.290              17.580
18/07/08                 4.290          4.290          4.290          4.290              17.580
21/07/08                 4.170          4.170          4.170          4.170              17.060
22/07/08                 4.170          4.210          4.170          4.210              17.240
23/07/08                 4.170          4.210          4.170          4.170              17.060
25/07/08                 4.170          4.170          4.170          4.170              17.060
28/07/08                 4.170          4.170          4.170          4.170              17.060
29/07/08                 4.170          4.170          4.120          4.120              16.890
30/07/08                 4.120          4.120          4.120          4.120              16.890
31/07/08                 4.290          4.290          4.290          4.290              17.580
05/08/08                 4.170          4.170          4.170          4.170              17.060
06/08/08                 4.170          4.170          4.120          4.120              16.890
07/08/08                 4.170          4.170          4.080          4.120              16.890
08/08/08                 4.080          4.080          4.080          4.080              16.720
11/08/08                 4.080          4.080          4.080          4.080              16.720
13/08/08                 4.290          4.620          4.290          4.620              18.940
14/08/08                 4.580          4.620          4.580          4.620              18.940
15/08/08                 4.580          4.580          4.580          4.580              15.120
18/08/08                 4.620          4.620          4.580          4.580              15.120
19/08/08                 4.620          4.620          4.620          4.620              15.260
20/08/08                 4.620          4.620          4.620          4.620              15.260
21/08/08                 4.620          4.620          4.500          4.500              14.840
25/08/08                 4.710          4.710          4.710          4.710              15.530
02/09/08                 4.620          4.620          4.620          4.620              15.260
05/09/08                 4.620          4.670          4.620          4.670              15.390
09/09/08                 4.670          4.670          4.500          4.500              14.840
11/09/08                 4.580          4.580          4.580          4.580              15.120
15/09/08                 4.580          4.580          4.500          4.500              14.840
16/09/08                 4.540          4.540          4.500          4.500              14.840
17/09/08                 4.500          4.500          4.500          4.500              14.840
18/09/08                 4.500          4.500          4.250          4.250              14.020
23/09/08                 4.330          4.330          4.330          4.330              14.300
24/09/08                 4.370          4.370          4.370          4.370              14.430
25/09/08                 4.370          4.370          4.370          4.370              14.430
29/09/08                 4.370          4.370          4.330          4.330              14.300
30/09/08                 4.290          4.290          4.250          4.290              14.160
01/10/08                 4.370          4.710          4.330          4.330              14.300
06/10/08                 4.250          4.250          4.250          4.250              14.020
07/10/08                 4.250          4.250          4.250          4.250              14.020
09/10/08                 4.170          4.170          4.170          4.170              13.750
13/10/08                 4.150          4.170          4.150          4.170              13.750
14/10/08                 4.080          4.170          4.080          4.170              13.750
16/10/08                 4.080          4.080          4.080          4.080              13.470
20/10/08                 4.080          4.080          4.080          4.080              13.470
22/10/08                 4.120          4.120          3.190          4.100              13.540
24/10/08                 4.080          4.080          4.000          4.000              13.200
27/10/08                 4.000          4.000          4.000          4.000              13.200
28/10/08                 3.750          3.750          3.750          3.750              12.370
29/10/08                 3.830          3.830          3.830          3.830              12.650
05/11/08                 4.080          4.080          4.080          4.080              13.470
07/11/08                 4.000          4.000          4.000          4.000              13.200
10/11/08                 4.000          4.000          4.000          4.000              13.200
12/11/08                 4.040          4.040          3.960          3.960              13.060
13/11/08                 4.000          4.000          4.000          4.000              13.200
20/11/08                 4.000          4.000          3.920          3.920              12.410
21/11/08                 3.920          3.920          3.920          3.920              12.410
24/11/08                 3.940          3.940          3.940          3.940              12.480
26/11/08                 3.920          3.920          3.830          3.920              12.410
02/12/08                 3.830          3.830          3.830          3.830              12.150
09/12/08                 3.920          3.920          3.830          3.830              12.150
16/12/08                 3.920          3.920          3.920          3.920              12.410
18/12/08                 3.960          4.000          3.960          4.000              12.680
19/12/08                 4.000          4.000          4.000          4.000              12.680
24/12/08                 4.000          4.000          4.000          4.000              12.680
29/12/08                 3.960          3.960          3.920          3.920              12.410
03/02/09                 4.170          4.170          4.170          4.170              13.210
19/02/09                 4.080          4.080          4.080          4.080              12.940
20/02/09                 4.120          4.120          4.120          4.120              13.070
23/02/09                 4.000          4.040          4.000          4.040              12.810
24/02/09                 4.040          4.040          4.000          4.000              12.680
25/02/09                 4.040          4.120          4.000          4.120              13.070
26/02/09                 4.150          4.150          4.150          4.150              13.140
27/02/09                 4.150          4.150          4.120          4.120              13.070
02/03/09                 4.120          4.150          4.120          4.120              13.070
03/03/09                 4.120          4.120          4.120          4.120              13.070
04/03/09                 4.100          4.100          4.100          4.100              13.010
05/03/09                 4.120          4.120          4.120          4.120              13.070
10/03/09                 4.120          4.120          4.120          4.120               9.420
11/03/09                 4.100          4.100          4.080          4.080               9.330
12/03/09                 4.080          4.080          4.080          4.080               9.330
13/03/09                 4.080          4.080          4.080          4.080               9.330
16/03/09                 4.080          4.080          4.000          4.000               9.140
17/03/09                 4.000          4.000          3.980          4.000               9.140
19/03/09                 4.040          4.040          4.040          4.040               9.230
23/03/09                 4.040          4.040          4.040          4.040               9.230
25/03/09                 4.040          4.040          4.040          4.040               9.230
26/03/09                 4.040          4.040          4.000          4.000               9.140
27/03/09                 4.040          4.040          4.000          4.040               9.230
30/03/09                 4.000          4.000          4.000          4.000               9.140
07/04/09                 4.060          4.060          4.060          4.060               9.280
10/04/09                 4.060          4.080          4.060          4.080               9.330
16/04/09                 4.080          4.080          4.080          4.080               9.330
22/04/09                 4.080          4.330          4.080          4.080               9.330
23/04/09                 4.080          4.080          4.080          4.080               9.330
24/04/09                 3.980          3.980          3.960          3.960               9.040
27/04/09                 3.960          3.960          3.920          3.920               8.950
28/04/09                 3.920          4.210          3.920          4.210               9.610
29/04/09                 4.080          4.210          4.080          4.210               9.610
30/04/09                 4.210          4.210          4.210          4.210               9.610
04/05/09                 4.210          4.250          4.210          4.250               9.710
06/05/09                 4.250          4.290          4.210          4.290               9.800
07/05/09                 4.290          4.330          4.290          4.330               9.900
11/05/09                 4.330          4.330          4.210          4.330               9.900
12/05/09                 4.330          4.330          4.330          4.330               9.900
13/05/09                 4.330          4.330          4.330          4.330               9.900
14/05/09                 3.920          4.000          3.870          3.920               8.950
15/05/09                 3.960          3.980          3.920          3.980               9.090
18/05/09                 4.000          4.080          4.000          4.060              11.330
19/05/09                 4.040          4.040          4.040          4.040              11.270
20/05/09                 4.290          4.290          4.290          4.290              11.960
21/05/09                 4.080          4.080          4.080          4.080              11.380
22/05/09                 4.170          4.170          4.170          4.170              11.620
25/05/09                 4.170          4.170          4.170          4.170              11.620
26/05/09                 4.170          4.170          4.120          4.120              11.500
27/05/09                 4.120          4.150          4.120          4.120              11.500
28/05/09                 4.100          4.120          4.100          4.120              11.500
01/06/09                 4.150          4.170          4.150          4.170              11.620
02/06/09                 4.170          4.170          4.170          4.170              11.620
03/06/09                 4.170          4.170          4.170          4.170              11.620
04/06/09                 4.250          4.250          4.250          4.250              11.850
05/06/09                 4.250          4.480          4.250          4.480              12.490
09/06/09                 4.210          4.210          4.210          4.210              11.730
10/06/09                 4.210          4.210          4.210          4.210              11.730
11/06/09                 4.120          4.170          4.120          4.170              11.620
12/06/09                 4.170          4.170          4.170          4.170              11.620
15/06/09                 4.170          4.170          4.170          4.170              11.620
17/06/09                 4.080          4.230          4.080          4.230              11.790
18/06/09                 4.100          4.190          4.100          4.190              11.670
22/06/09                 4.170          4.190          4.170          4.190              11.670
23/06/09                 4.170          4.170          4.170          4.170              11.620
24/06/09                 4.170          4.250          4.170          4.250              11.850
26/06/09                 4.250          4.250          4.250          4.250              11.850
29/06/09                 4.250          4.330          4.250          4.330              12.080
02/07/09                 4.330          4.330          4.330          4.330              12.080
08/07/09                 4.580          4.580          4.580          4.580              12.780
09/07/09                 4.500          4.750          4.500          4.750              13.240
13/07/09                 4.750          5.000          4.750          5.000              13.940
14/07/09                 5.250          5.250          5.250          5.250              14.640
15/07/09                 5.330          5.500          5.330          5.500              15.330
16/07/09                 5.500          5.500          5.420          5.420              15.100
23/07/09                 5.250          5.250          5.250          5.250              14.640
27/07/09                 5.330          5.330          5.330          5.330              14.870
28/07/09                 5.330          5.330          5.250          5.250              14.640
29/07/09                 5.250          5.250          5.250          5.250              14.640
03/08/09                 4.250          5.310          4.250          5.310              14.810
05/08/09                 5.330          5.330          5.330          5.330              14.870
06/08/09                 5.420          5.420          5.420          5.420              15.100
07/08/09                 5.370          5.420          5.370          5.420              15.100
10/08/09                 5.420          5.420          5.420          5.420              15.100
11/08/09                 5.420          5.420          5.330          5.330              14.870
18/08/09                 5.230          5.230          5.170          5.170              18.540
27/08/09                 5.000          5.080          5.000          5.080              18.250
31/08/09                 5.080          5.080          5.080          5.080              18.250
02/09/09                 5.080          5.080          5.080          5.080              18.250
04/09/09                 5.170          5.170          5.170          5.170              18.540
07/09/09                 5.170          5.170          5.000          5.000              17.950
09/09/09                 5.080          5.080          5.000          5.000              17.950
11/09/09                 5.000          5.040          5.000          5.000              17.950
14/09/09                 5.250          5.250          5.080          5.080              18.250
15/09/09                 5.080          5.100          5.080          5.080              18.250
16/09/09                 5.080          5.080          5.080          5.080              18.250
17/09/09                 5.100          5.100          5.080          5.080              18.250
22/09/09                 5.170          5.170          5.170          5.170              18.540
23/09/09                 5.170          5.210          5.170          5.210              18.690
24/09/09                 5.170          5.170          5.170          5.170              18.540
25/09/09                 5.170          5.170          5.120          5.120              18.400
28/09/09                 5.170          5.170          5.170          5.170              18.540
29/09/09                 5.170          5.170          5.060          5.080              18.250
30/09/09                 5.080          5.080          5.080          5.080              18.250
01/10/09                 5.080          5.080          4.670          5.080              18.250
02/10/09                 5.080          5.080          5.080          5.080              18.250
05/10/09                 5.080          5.080          5.080          5.080              18.250
06/10/09                 5.080          5.080          5.080          5.080              18.250
08/10/09                 5.080          5.080          5.080          5.080              18.250
09/10/09                 5.080          5.170          5.080          5.170              18.540
12/10/09                 5.170          5.170          5.170          5.170              18.540
14/10/09                 5.170          5.170          5.170          5.170              18.540
16/10/09                 5.120          5.120          5.000          5.000              17.950
19/10/09                 5.060          5.060          5.040          5.040              18.100
20/10/09                 5.170          5.170          5.080          5.080              18.250
22/10/09                 5.080          5.080          5.080          5.080              18.250
26/10/09                 5.080          5.080          5.080          5.080              18.250
27/10/09                 5.120          5.120          5.120          5.120              18.400
29/10/09                 5.120          5.120          5.040          5.080              18.250
05/11/09                 5.000          5.000          5.000          5.000              17.950
06/11/09                 5.000          5.020          5.000          5.020              18.020
09/11/09                 5.170          5.170          5.040          5.040              18.100
10/11/09                 5.040          5.040          5.040          5.040              18.100
11/11/09                 5.000          5.040          5.000          5.040              18.100
12/11/09                 5.000          5.000          5.000          5.000              17.950
13/11/09                 5.000          5.250          5.000          5.250              18.840
16/11/09                 5.330          5.420          5.330          5.420              19.440
17/11/09                 5.500          5.500          5.500          5.500              19.740
18/11/09                 5.500          5.500          5.500          5.500              19.740
19/11/09                 5.420          5.420          5.420          5.420              19.440
27/11/09                 5.000          5.210          5.000          5.210              13.760
01/12/09                 5.310          5.310          5.310          5.310              14.040
09/12/09                 5.310          5.330          5.310          5.330              14.090
14/12/09                 5.330          5.330          5.330          5.330              14.090
15/12/09                 5.330          5.330          5.330          5.330              14.090
16/12/09                 5.330          5.330          5.330          5.330              14.090
21/12/09                 5.170          5.170          5.170          5.170              13.650
